location,latitude,longitude,rainfall,prev_rainfall
Alluri Sitharama Raju - Forest,15.66653714146683,79.14881979125032,0.0,0.0
Alluri Sitharama Raju - Forest,15.637200768665624,79.8350627856027,0.0,0.0
Alluri Sitharama Raju - Forest,15.596262803152682,79.35868217227559,0.0,0.0
Alluri Sitharama Raju - Forest,15.607505441900228,79.79682978281147,0.0,0.0
Alluri Sitharama Raju - Forest,15.450924670690954,79.20328174899613,0.0,0.0
Alluri Sitharama Raju - Forest,15.501443198774837,79.58941126793269,0.0,0.0
Alluri Sitharama Raju - Forest,15.459857411652068,79.05460528062824,0.0,0.0
Alluri Sitharama Raju - Forest,15.311312048278866,79.07766254521977,0.0,0.0
Alluri Sitharama Raju - Forest,15.321559281101417,79.21363883142949,0.0,0.0
Alluri Sitharama Raju - Forest,15.269118497643934,78.93487328283906,0.0,0.0
Alluri Sitharama Raju - Forest,15.19720614980424,78.97537686094512,0.0,0.0
Alluri Sitharama Raju - Forest,15.110788855862236,79.22489187579032,0.0,0.0
Alluri Sitharama Raju - Forest,15.678514662506975,78.89643048294941,0.0,0.0
Alluri Sitharama Raju - Forest,16.21499238296664,79.3999859855988,0.0,0.0
Alluri Sitharama Raju - Forest,16.101494969290993,79.08675501185918,0.0,0.0
Alluri Sitharama Raju - Forest,16.088030229219292,79.44976872504736,0.0,0.0
Alluri Sitharama Raju - Forest,16.119984427902835,79.36308247099174,0.0,0.0
Alluri Sitharama Raju - Forest,15.997639413177062,79.27477476839263,0.0,0.0
Alluri Sitharama Raju - Forest,15.980983613323737,79.42429067288104,0.0,0.0
Alluri Sitharama Raju - Forest,15.956416808972287,79.35572135155267,0.0,0.0
Alluri Sitharama Raju - Forest,15.939747612788658,79.93196462724967,0.0,0.0
Alluri Sitharama Raju - Forest,15.846379819637356,78.99215234099177,0.0,0.0
Alluri Sitharama Raju - Forest,15.901803444633527,79.01666686043393,0.0,0.0
Alluri Sitharama Raju - Forest,18.99544043475576,84.51086411417836,0.0,0.0
Alluri Sitharama Raju - Forest,18.96943781579548,84.45203531861524,0.0,0.0
Alluri Sitharama Raju - Forest,18.87931613512485,83.80317029595625,0.0,0.0
Alluri Sitharama Raju - Forest,18.948942978760275,84.46919891003265,0.0,0.0
Alluri Sitharama Raju - Forest,18.885125722361057,84.4365199867329,0.0,0.0
Alluri Sitharama Raju - Forest,18.852104473128996,84.4277326972254,0.0,0.0
Alluri Sitharama Raju - Forest,18.83345750722287,84.40903469868196,0.0,0.0
Alluri Sitharama Raju - Forest,18.767641997309827,84.29051220165212,0.0,0.0
